"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Lucas/Andreasziekenhuis e.o.";890;435;455;0;575;305;5;0;870;10;5;0;535;245;10;5;10;10;205;10;10;0;0;845;800;45;0;1,1;4929
"Westlandgracht";10050;5315;4730;1270;2130;4350;1565;730;7260;1970;665;155;2355;3850;1040;155;400;565;1690;125;12;50;5;6220;4110;1130;980;1,6;7111
"Koningin Wilhelminaplein";2290;1300;990;240;200;1270;405;175;1575;570;120;25;705;580;50;30;40;50;415;40;19;10;3;1405;775;430;200;1,6;9319
"Andreasterrein";1310;635;670;310;120;475;285;120;775;415;90;25;290;455;190;15;45;85;125;20;14;20;14;560;215;130;220;2,3;9058
"Delflandpleinbuurt Oost";1520;855;665;215;280;565;340;125;1060;265;160;35;265;750;270;25;115;125;220;10;8;10;7;795;515;115;160;1,7;8879
"Delflandpleinbuurt West";3425;1740;1685;505;655;1410;535;315;2400;670;290;65;720;1445;500;50;165;275;460;40;12;15;4;2060;1315;355;390;1,7;10607
"Riekerhaven";565;370;195;5;360;200;0;0;545;25;0;0;30;355;15;5;20;5;310;5;9;0;0;525;480;40;5;1,1;1366
"Schipluidenbuurt";945;415;525;0;510;430;5;0;915;25;0;0;335;260;20;30;25;25;165;5;5;0;0;880;810;65;5;1,1;8340
"Sloter-/Riekerpolder";14005;6915;7090;2005;1820;3350;4745;2085;7115;5325;1060;500;2345;3945;970;130;895;690;1260;125;9;80;6;6210;2125;1685;2405;2,2;3000
"Riekerpolder";75;45;35;10;0;50;10;0;60;15;0;0;30;40;0;0;0;5;40;0;0;0;0;55;45;0;5;1,4;119
"Park Haagseweg";935;480;455;130;100;205;340;170;455;405;55;20;190;165;15;10;35;15;85;10;11;5;4;435;140;150;145;2,2;8251
"Nieuwe Meer";165;100;65;20;20;35;80;10;125;30;10;0;35;5;0;5;0;0;0;0;0;0;0;95;60;10;25;1,8;127
"Sloterweg e.o.";255;110;145;40;35;50;80;50;130;105;10;15;35;50;0;0;15;10;30;0;4;0;0;110;30;35;45;2,4;324
"Nieuw Sloten Noordwest";3140;1520;1620;480;425;740;1080;415;1560;1210;265;105;455;1195;420;35;265;185;290;35;11;15;5;1275;370;315;590;2,4;9078
"Nieuw Sloten Noordoost";3155;1550;1600;410;385;750;1000;610;1465;1305;235;155;450;910;210;30;180;215;280;35;10;20;7;1425;470;430;525;2,2;7197
"Belgiëplein e.o.";1060;500;565;80;80;295;300;300;475;350;130;105;265;305;55;15;65;50;130;10;9;10;10;660;375;185;95;1,6;12775
"Nieuw Sloten Zuidwest";2365;1160;1205;350;395;470;965;190;1230;970;140;25;400;585;75;15;195;90;210;15;6;5;3;920;210;245;460;2,6;10971
"Nieuw Sloten Zuidoost";2145;1085;1060;385;285;655;600;210;1280;660;155;40;405;645;195;20;135;120;180;15;9;15;7;915;300;225;390;2,3;9411
"Dorp Sloten";715;365;345;100;95;105;285;130;345;275;65;35;85;45;5;5;5;5;20;5;4;5;6;335;120;95;120;2,1;1320
"Slotervaart Zuid";10550;5060;5485;1675;1995;3350;1970;1565;6375;2775;950;450;1680;5305;2300;110;685;845;1365;120;11;135;13;5635;3290;995;1350;1,8;8444
"Louis Crispijnbuurt";3240;1525;1715;490;455;870;720;705;1755;925;355;205;515;1540;645;30;260;275;330;35;10;45;15;1655;915;315;425;1,9;9040
"Jacques Veldmanbuurt";3595;1715;1880;560;635;1310;620;475;2215;970;290;120;715;1640;665;30;175;270;510;45;11;25;7;2020;1155;440;420;1,8;12195
"Staalmanbuurt";2865;1385;1485;575;465;915;575;330;1690;825;250;105;320;1830;920;35;220;275;385;40;14;30;10;1270;590;205;470;2,2;9382
"Medisch Centrum Slotervaart";845;435;410;50;435;250;55;55;715;55;50;15;130;295;75;20;35;25;145;5;5;30;36;690;625;30;35;1,1;2910
"Buitenveldert-West";13365;6245;7120;1635;1380;4355;2845;3150;7275;3925;1240;930;3605;3045;225;135;500;205;1980;140;10;160;12;7830;4515;1730;1580;1,7;4695
"Gelderlandpleinbuurt";4555;2090;2465;460;485;1630;865;1125;2520;1330;385;320;1310;1060;105;35;185;70;665;55;12;55;12;2765;1575;685;500;1,6;10001
"Buitenveldert Midden Zuid";3710;1770;1940;520;445;1435;765;545;2295;995;295;125;975;1060;90;45;135;70;725;50;12;25;7;2125;1210;445;475;1,7;7382
"Buitenveldert Zuidwest";4020;1875;2145;535;320;1075;935;1150;1970;1195;470;390;995;790;30;45;160;45;510;35;9;65;17;2360;1450;435;465;1,7;5759
"Amsterdamse Bos";75;35;40;5;10;15;35;15;45;15;10;0;15;5;0;0;0;0;5;0;0;0;14;40;15;10;10;2;96
"Buitenveldert West Midden";995;465;525;115;120;195;250;315;445;385;80;80;310;120;5;10;20;15;75;5;4;10;9;535;265;145;125;1,9;4103
"Zuiderhof";10;5;5;0;0;5;5;0;10;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;5;0;0;1,5;58
"Buitenveldert-Oost";7870;3725;4140;855;685;2505;1560;2260;4135;2290;800;645;2020;2050;190;80;280;160;1335;65;8;230;29;4550;2720;1000;830;1,6;5133
"De Klenckebuurt";775;345;430;75;25;240;130;305;320;260;95;100;205;165;5;10;30;15;105;10;9;55;70;385;200;115;65;1,7;5863
"Buitenveldert Oost Midden";3215;1525;1690;330;245;995;680;970;1660;960;365;235;685;955;100;45;155;90;570;40;12;45;14;1980;1135;470;375;1,6;11161
"Buitenveldert Zuidoost";3865;1845;2020;450;415;1270;745;985;2150;1060;345;315;1130;925;85;30;95;60;650;25;6;130;34;2185;1385;415;385;1,6;6351
"Amstelpark";10;10;5;0;5;0;5;5;10;5;0;0;0;5;0;0;0;0;5;0;0;0;0;5;0;0;0;2,4;24
"Amstel III/Bullewijk";715;375;335;25;380;235;55;10;650;55;10;5;165;275;40;30;55;25;125;5;4;0;1;610;580;10;15;1,1;143
"Hoofdcentrum Zuidoost";15;15;0;0;0;15;0;0;15;0;0;0;10;5;0;0;0;5;5;0;0;0;0;15;10;5;0;1,1;47
"Amstel III deel A/B Noord";105;75;35;5;10;80;15;0;80;30;0;0;55;40;0;0;5;5;35;0;9;0;0;100;90;5;0;1,1;138
"Amstel III deel C/D Noord";50;35;20;0;5;35;5;5;40;10;0;0;35;15;0;0;0;0;15;0;0;0;0;45;40;0;0;1,1;55
"Amstel III deel A/B Zuid";395;165;230;5;320;65;5;0;390;5;5;0;45;145;20;20;40;10;50;0;3;0;0;390;380;5;5;1;1131
"Amstel III deel C/D Zuid";5;5;0;0;0;5;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1,3;
"AMC";40;35;5;0;5;20;15;0;35;0;0;0;10;20;5;5;5;0;5;0;0;0;0;25;25;0;0;1,1;50
"Hoge Dijk";100;60;45;20;40;20;15;5;85;10;0;0;10;40;15;0;15;0;10;0;10;5;10;30;20;5;5;1,7;69
"Bijlmer Centrum (D,F,H)";24275;12280;11995;4075;4770;7580;6145;1700;17380;3555;2955;385;2790;17345;660;1375;7320;430;7555;270;11;110;5;13705;8355;1690;3665;1,8;8017
"Venserpolder West";5220;2750;2475;800;565;1780;1505;570;3515;725;835;145;570;3670;155;300;1645;110;1455;50;9;55;11;3015;1800;450;760;1,7;10478
"Venserpolder Oost";3425;1810;1615;505;445;1285;965;225;2325;575;465;60;390;2395;120;150;1080;80;970;40;13;10;2;1985;1185;290;510;1,7;10645
"D-buurt";2025;945;1080;135;1240;510;115;30;1900;60;55;5;505;940;20;165;290;20;445;15;7;5;2;1695;1465;110;120;1,2;7591
"F-buurt";3790;1850;1945;855;675;1115;985;170;2615;795;345;45;285;2960;115;180;1595;90;985;50;12;5;2;1625;665;225;735;2,3;17126
"Amsterdamse Poort";1555;815;740;185;350;425;425;160;1175;115;240;25;290;1080;30;115;515;20;405;5;6;10;6;1095;855;85;155;1,4;3641
"Hoptille";1625;830;800;320;360;565;325;55;1250;205;160;15;175;1165;50;120;410;30;555;20;12;0;1;975;660;65;245;1,7;7998
"Rechte H-buurt";3115;1525;1585;595;520;840;915;245;2145;445;475;45;230;2540;65;160;795;30;1490;35;11;20;5;1595;865;170;560;1,9;15855
"Hakfort/Huigenbos";2555;1275;1275;550;480;795;625;110;1895;345;290;25;220;1930;105;140;600;35;1065;40;15;5;3;1300;695;200;410;2;9602
"Huntum";205;100;105;25;30;50;45;55;100;85;10;10;45;80;0;5;45;0;30;0;15;0;0;100;40;35;30;2;1851
"Vogeltjeswei";755;385;370;115;105;215;230;80;460;195;80;15;75;585;10;35;350;25;165;10;15;5;4;320;115;55;140;2,4;10874
"Nelson Mandelapark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Bijlmer Oost (E,G,K)";28830;14440;14390;4965;4405;8325;7795;3340;18900;5425;3875;635;2980;19630;635;1530;8950;330;8190;370;13;180;6;15355;8495;2215;4640;1,9;7785
"E-buurt";2105;1030;1075;505;505;670;410;25;1520;460;120;5;255;1375;60;95;735;80;400;35;16;0;1;900;420;100;380;2,3;6873
"G-buurt West";3760;1880;1885;555;570;1195;1115;330;2485;770;445;55;410;2815;60;215;1550;35;960;45;11;25;6;1895;955;285;655;2;9293
"Bijlmermuseum Noord";2285;1075;1210;370;315;510;715;380;1450;340;440;60;200;1790;35;145;580;10;1020;35;14;20;9;1315;780;150;385;1,7;16158
"Kortvoort";2620;1260;1365;400;330;720;705;465;1710;325;475;115;220;1875;60;235;935;25;625;25;10;50;19;1600;1040;160;405;1,6;12431
"Kelbergen";1005;510;495;160;165;220;305;160;595;250;125;30;90;630;10;45;340;10;230;15;11;0;3;470;200;95;180;2,1;4907
"K-buurt Midden";2365;1225;1140;475;375;825;550;150;1725;300;320;20;190;1760;100;105;600;20;940;35;14;5;3;1340;790;180;370;1,8;14748
"K-buurt Zuidoost";1040;505;535;265;165;380;195;30;725;225;80;10;75;805;20;75;340;15;350;35;32;0;1;420;160;60;200;2,5;5763
"K-buurt Zuidwest";1470;730;745;350;245;420;375;90;985;325;135;25;85;1170;40;80;625;30;390;15;11;0;1;605;230;85;290;2,4;9528
"Grunder/Koningshoef";1750;835;915;370;250;580;470;75;1185;370;185;10;125;1385;50;90;805;30;405;25;14;5;3;795;350;110;340;2,2;14558
"G-buurt Oost";3135;1690;1440;260;415;720;850;890;1650;925;410;155;570;1000;30;65;515;30;360;20;7;35;11;1920;1150;460;310;1,6;3616
"Kantershof";2210;1145;1065;315;250;480;705;460;1180;540;390;95;270;1235;20;90;615;20;495;20;9;20;9;1235;750;180;305;1,8;4462
"Gooisekant";145;75;70;30;15;70;30;0;90;45;10;0;10;95;5;10;55;5;25;10;69;0;0;60;15;20;25;2,4;1042
"G-buurt Noord";1820;980;840;360;215;540;605;95;1335;175;300;10;80;1585;45;130;630;5;775;25;13;0;2;1065;680;95;295;1,7;22830
"Bijlmermuseum Zuid";3115;1510;1610;555;595;1005;770;195;2265;375;450;30;400;2105;75;160;635;15;1215;45;15;10;3;1730;980;250;505;1,8;12957
"Nellestein";2935;1525;1410;355;225;910;805;635;1700;685;395;145;535;955;30;75;365;30;460;35;12;20;7;1720;985;405;340;1,7;1342
"L-buurt";2870;1495;1375;355;210;900;780;620;1670;670;390;145;525;945;25;75;360;30;455;35;13;20;7;1690;970;390;335;1,6;4157
"Gaasperpark";25;10;10;0;5;0;10;0;10;5;10;0;0;5;0;0;0;0;0;0;0;0;0;10;5;5;5;2,1;35
"Gaasperplas";40;20;20;5;10;5;10;15;25;10;5;0;5;5;0;0;5;0;5;0;0;0;0;15;5;10;5;2,1;49
"Holendrecht/Reigersbos";18265;8680;9585;3220;2335;4845;5030;2835;11215;4015;2435;600;1685;11355;420;915;5900;155;3965;205;11;135;7;9190;4540;1515;3135;2;7037
"Holendrecht West";2920;1310;1605;680;445;630;690;475;1940;370;490;125;170;2105;70;190;1130;25;695;25;9;30;10;1480;805;150;530;2;8330
"Reigersbos Noord";4370;1970;2405;955;630;1160;1160;470;2940;675;650;105;260;3355;120;335;1575;55;1270;75;18;25;5;2065;960;230;870;2,1;11825
"Holendrecht Oost";2480;1230;1250;320;265;560;695;645;1155;990;220;115;320;1030;35;80;610;15;285;15;7;20;9;1150;400;350;400;2,2;3960
"Gaasperdam Noord";2025;1025;1005;325;240;680;600;185;1390;350;260;30;230;1265;60;75;645;20;465;20;9;15;8;1060;580;160;320;1,8;8498
"Gaasperdam Zuid";1450;700;745;195;170;425;420;240;920;230;235;65;165;850;20;60;420;5;340;15;10;10;8;915;600;125;190;1,6;7903
"Reigersbos Midden";2470;1205;1265;365;330;710;685;380;1500;560;320;85;230;1520;75;100;825;25;495;20;8;20;6;1310;685;200;420;1,9;10059
"Reigersbos Zuid";2545;1245;1310;385;255;685;790;435;1370;830;260;80;315;1225;40;75;690;10;415;30;12;15;6;1215;505;300;410;2,1;4380
"Gein";11385;5615;5770;1820;1370;3100;3645;1445;6595;3145;1375;265;1320;5925;200;435;2925;60;2310;115;10;50;4;5520;2430;1075;2010;2;6210
"Gein Noordwest";2935;1450;1475;525;410;875;800;320;2035;380;450;70;320;1825;60;170;870;15;715;30;10;20;6;1615;970;180;465;1,8;9605
"Gein Zuidwest";1690;810;885;335;220;565;475;105;1155;270;250;20;155;1235;40;75;545;15;560;25;14;5;2;860;440;100;310;2;9686
"Gein Noordoost";3365;1730;1635;460;420;715;1270;500;1570;1460;250;80;455;1145;15;55;615;20;450;20;7;15;3;1435;410;415;605;2,4;5291
"Gein Zuidoost";3400;1625;1775;500;330;940;1110;520;1835;1035;430;100;395;1710;80;135;890;20;590;35;11;20;6;1615;610;370;635;2,1;4733
"Driemond";1550;740;805;290;165;340;500;255;765;600;125;65;145;140;15;15;80;10;20;20;11;10;5;645;165;190;285;2,4;883
"Dorp Driemond";1440;685;750;255;150;315;470;250;700;565;115;60;135;130;15;15;70;10;25;15;10;10;6;610;165;180;260;2,4;4941
"Landelijk gebied Driemond";110;55;55;35;10;25;30;5;60;40;5;0;10;10;0;5;5;0;0;0;18;0;0;35;5;10;25;3,1;75
